date,air_temp,relhum,hour,ghi
2014/6/15 18:00,24.322,30.79366667,18,902.6666667
2014/6/15 19:00,25.91633333,28.46933333,19,969.3
2014/6/15 20:00,27.27633333,25.65133333,20,917.49
2014/6/15 21:00,28.861,22.18633333,21,894.7833333
2014/6/15 22:00,29.24266667,21.66433333,22,773.4433333
2014/6/15 23:00,29.259,21.26666667,23,636.3816667
2014/6/16 0:00,28.832,22.93033333,0,446.1783333
2014/6/16 1:00,27.57966667,25.79633333,1,216.055
2014/6/16 2:00,24.79333333,35.44833333,2,68.08116667
2014/6/16 3:00,22.36,39.22266667,3,6.1895
2014/6/16 4:00,20.956,41.87566667,4,0
2014/6/16 5:00,19.285,45.95433333,5,0
2014/6/16 6:00,17.69066667,53.08733333,6,0
2014/6/16 7:00,16.64166667,56.27866667,7,0
2014/6/16 8:00,15.77,59.742,8,0
2014/6/16 9:00,14.81966667,63.92866667,9,0
2014/6/16 10:00,13.89733333,66.43,10,0
2014/6/16 11:00,12.98033333,69.163,11,0
2014/6/16 12:00,12.57233333,69.21266667,12,1.276
2014/6/16 13:00,13.01266667,67.505,13,86.497
2014/6/16 14:00,14.736,61.05966667,14,262.3033333
2014/6/16 15:00,16.34833333,53.58633333,15,454.6366667
2014/6/16 16:00,18.27333333,45.98,16,626.5033333
2014/6/16 17:00,20.003,37.74233333,17,762.2316667
2014/6/16 18:00,21.76233333,33.37,18,888.7716667
2014/6/16 19:00,23.38033333,28.848,19,957.3
2014/6/16 20:00,24.79966667,27.401,20,958.0666667
2014/6/16 21:00,25.31266667,26.875,21,895.5
2014/6/16 22:00,25.91666667,24.787,22,801.78
2014/6/16 23:00,26.07766667,25.152,23,654.4566667
2014/6/17 0:00,25.362,26.919,0,447.8666667
2014/6/17 1:00,24.32666667,28.97133333,1,280.2833333
2014/6/17 2:00,22.045,35.627,2,131.8186667
2014/6/17 3:00,19.33133333,42.19233333,3,10.14666667
2014/6/17 4:00,16.837,48.35233333,4,0
2014/6/17 5:00,14.65566667,54.71133333,5,0
2014/6/17 6:00,14.25533333,53.254,6,0
2014/6/17 7:00,12.48866667,58.05333333,7,0
2014/6/17 8:00,11.432,60.997,8,0
2014/6/17 9:00,11.22933333,61.18333333,9,0
2014/6/17 10:00,10.887,62.75433333,10,0
2014/6/17 11:00,10.92033333,63.163,11,0
2014/6/17 12:00,10.96166667,64.374,12,2.208666667
2014/6/17 13:00,12.79966667,60.295,13,89.03533333
2014/6/17 14:00,16.15333333,47.52333333,14,265.9633333
2014/6/17 15:00,18.41066667,40.38366667,15,449.63
2014/6/17 16:00,19.57,39.326,16,638.95
2014/6/17 17:00,20.75433333,36.05166667,17,796.7716667
2014/6/17 18:00,22.42366667,30.84366667,18,916.0333333
2014/6/17 19:00,24.127,27.01766667,19,979.4166667
2014/6/17 20:00,25.57433333,24.15366667,20,984.3
2014/6/17 21:00,26.67566667,21.58966667,21,934.8833333
2014/6/17 22:00,27.52033333,19.879,22,829.855
2014/6/17 23:00,27.75666667,19.469,23,684.57
2014/6/18 0:00,27.721,17.89866667,0,513.5816667
2014/6/18 1:00,27.32366667,16.462,1,327.95
2014/6/18 2:00,26.53233333,17.705,2,143.1931667
2014/6/18 3:00,25.028,19.76466667,3,11.98866667
2014/6/18 4:00,22.49533333,24.143,4,0
2014/6/18 5:00,19.627,33.373,5,0
2014/6/18 6:00,18.71966667,37.37933333,6,0
2014/6/18 7:00,17.903,39.45733333,7,0
2014/6/18 8:00,16.56966667,48.67233333,8,0
2014/6/18 9:00,15.661,49.43566667,9,0
2014/6/18 10:00,16.383,46.11266667,10,0
2014/6/18 11:00,15.987,46.355,11,0
2014/6/18 12:00,15.341,45.66466667,12,1.393166667
2014/6/18 13:00,15.615,42.722,13,99.121
2014/6/18 14:00,18.30866667,39.829,14,290.2183333
2014/6/18 15:00,21.62333333,31.70366667,15,483.9183333
2014/6/18 16:00,23.83466667,25.72033333,16,663.2316667
2014/6/18 17:00,25.58166667,22.63666667,17,816.955
2014/6/18 18:00,28.11,17.77066667,18,932.5833333
2014/6/18 19:00,29.383,15.42833333,19,994.0833333
2014/6/18 20:00,30.80733333,14.00166667,20,1000.966667
2014/6/18 21:00,31.69466667,11.88833333,21,954.7333333
2014/6/18 22:00,32.08,10.19166667,22,849.5916667
2014/6/18 23:00,32.79033333,8.681333333,23,701.3683333
2014/6/19 0:00,32.57066667,10.79766667,0,515.9133333
2014/6/19 1:00,32.38433333,11.94233333,1,325.9083333
2014/6/19 2:00,31.59866667,13.33366667,2,141.6806667
2014/6/19 3:00,27.48566667,17.68533333,3,11.46033333
2014/6/19 4:00,23.72266667,20.565,4,0
2014/6/19 5:00,21.098,24.094,5,0
2014/6/19 6:00,19.87066667,26.39833333,6,0
2014/6/19 7:00,19.11766667,28.11833333,7,0
2014/6/19 8:00,17.194,32.23133333,8,0
2014/6/19 9:00,17.00133333,32.717,9,0
2014/6/19 10:00,15.99966667,36.515,10,0
2014/6/19 11:00,15.273,41.57333333,11,0
2014/6/19 12:00,14.21566667,45.952,12,1.4265
2014/6/19 13:00,14.577,38.15433333,13,96.319
2014/6/19 14:00,19.051,31.23733333,14,285.265
2014/6/19 15:00,23.56833333,24.34,15,478.7316667
2014/6/19 16:00,26.13,20.15666667,16,655.6383333
2014/6/19 17:00,27.68533333,19.955,17,805.5066667
2014/6/19 18:00,29.43666667,18.667,18,917.2333333
2014/6/19 19:00,31.50466667,16.298,19,979.6333333
2014/6/19 20:00,33.02,13.972,20,984.3
2014/6/19 21:00,33.83466667,11.417,21,938.4833333
2014/6/19 22:00,34.382,10.35766667,22,833.89
2014/6/19 23:00,34.69466667,9.246666667,23,690.1283333
2014/6/20 0:00,34.29933333,7.827333333,0,494.4633333
2014/6/20 1:00,32.79533333,7.825333333,1,274.8816667
2014/6/20 2:00,30.29333333,13.56,2,52.47716667
2014/6/20 3:00,27.06666667,17.10666667,3,8.7875
2014/6/20 4:00,23.83866667,27.59733333,4,0
2014/6/20 5:00,21.274,33.814,5,0
2014/6/20 6:00,19.47333333,37.87566667,6,0
2014/6/20 7:00,19.446,33.731,7,0
2014/6/20 8:00,20.16433333,32.35133333,8,0
2014/6/20 9:00,18.05966667,35.10866667,9,0
2014/6/20 10:00,16.85066667,37.94866667,10,0
2014/6/20 11:00,15.219,42.97666667,11,0
2014/6/20 12:00,14.33566667,52.19833333,12,1.368
2014/6/20 13:00,14.96566667,52.76333333,13,95.46816667
2014/6/20 14:00,19.02066667,48.33066667,14,284.8766667
2014/6/20 15:00,22.789,35.25166667,15,474.1366667
2014/6/20 16:00,25.08066667,30.081,16,653.885
2014/6/20 17:00,27.736,23.919,17,810.1383333
2014/6/20 18:00,30.553,19.856,18,925.95
2014/6/20 19:00,32.82133333,16.304,19,979.9166667
2014/6/20 20:00,34.59566667,16.00133333,20,984.8833333
2014/6/20 21:00,35.075,15.91333333,21,914.7333333
2014/6/20 22:00,35.47266667,14.705,22,781.97
2014/6/20 23:00,35.537,15.08766667,23,679.1416667
2014/6/21 0:00,35.17066667,14.39233333,0,460.73
2014/6/21 1:00,33.95966667,15.36666667,1,251.8636667
2014/6/21 2:00,31.11666667,22.161,2,96.75083333
2014/6/21 3:00,27.487,25.949,3,10.516
2014/6/21 4:00,23.92933333,28.21366667,4,0
2014/6/21 5:00,22.22033333,26.617,5,0
2014/6/21 6:00,21.34966667,22.25833333,6,0
2014/6/21 7:00,19.645,23.89066667,7,0
2014/6/21 8:00,18.94766667,25.25533333,8,0
2014/6/21 9:00,18.09233333,26.80433333,9,0
2014/6/21 10:00,17.75166667,27.54166667,10,0
2014/6/21 11:00,17.43733333,32.661,11,0
2014/6/21 12:00,16.327,36.82533333,12,1.442
2014/6/21 13:00,15.75533333,39.348,13,78.42016667
2014/6/21 14:00,17.81466667,38.53233333,14,162.225
2014/6/21 15:00,20.52166667,35.03566667,15,428.7583333
2014/6/21 16:00,24.11533333,27.282,16,656.3866667
2014/6/21 17:00,26.49266667,22.667,17,810.64
2014/6/21 18:00,28.96,20.289,18,925.35
2014/6/21 19:00,30.656,20.902,19,986.8333333
2014/6/21 20:00,32.63933333,18.75533333,20,993.5333333
2014/6/21 21:00,33.73266667,16.735,21,940.3666667
2014/6/21 22:00,34.136,17.98033333,22,839.8066667
2014/6/21 23:00,33.30366667,18.874,23,690.2233333
2014/6/22 0:00,32.64866667,18.58066667,0,521.11
2014/6/22 1:00,31.313,16.29766667,1,331.69
2014/6/22 2:00,28.97,18.27,2,145.9396667
2014/6/22 3:00,25.05466667,25.56233333,3,12.94483333
2014/6/22 4:00,21.294,31.38333333,4,0
2014/6/22 5:00,18.941,36.42933333,5,0
2014/6/22 6:00,18.30833333,39.144,6,0
2014/6/22 7:00,16.94066667,45.22133333,7,0
2014/6/22 8:00,15.82666667,47.66433333,8,0
2014/6/22 9:00,14.761,53.43133333,9,0
2014/6/22 10:00,13.63333333,56.76933333,10,0
2014/6/22 11:00,12.08533333,59.184,11,0
2014/6/22 12:00,11.215,60.47233333,12,1.7775
2014/6/22 13:00,12.51066667,56.54433333,13,89.16733333
2014/6/22 14:00,16.129,51.38366667,14,269.75
2014/6/22 15:00,19.51333333,42.03966667,15,461.1883333
2014/6/22 16:00,22.606,32.938,16,651.9583333
2014/6/22 17:00,24.26033333,30.87966667,17,803.8766667
2014/6/22 18:00,26.82633333,26.44533333,18,920.4166667
2014/6/22 19:00,28.66533333,24.56433333,19,981.5166667
2014/6/22 20:00,30.18266667,23.99633333,20,984.7833333
2014/6/22 21:00,31.644,21.46233333,21,935.95
2014/6/22 22:00,32.61166667,17.265,22,829.26
2014/6/22 23:00,33.506,15.56633333,23,681.835
2014/6/23 0:00,33.65166667,15.638,0,505.0333333
2014/6/23 1:00,33.11633333,15.73366667,1,319.0266667
2014/6/23 2:00,29.627,26.061,2,136.8805
2014/6/23 3:00,25.36933333,34.93933333,3,12.0785
2014/6/23 4:00,21.86833333,42.886,4,0
2014/6/23 5:00,19.301,47.949,5,0
2014/6/23 6:00,16.78066667,56.199,6,0
2014/6/23 7:00,15.33033333,61.57966667,7,0
2014/6/23 8:00,14.35566667,64.96833333,8,0
2014/6/23 9:00,13.523,69.011,9,0
2014/6/23 10:00,12.47833333,73.723,10,0
2014/6/23 11:00,11.976,74.14633333,11,0
2014/6/23 12:00,12.15433333,74.15633333,12,1.683666667
2014/6/23 13:00,13.27933333,70.51933333,13,84.49983333
2014/6/23 14:00,16.21033333,61.353,14,266.4716667
2014/6/23 15:00,18.60833333,52.773,15,447.92
2014/6/23 16:00,21.25066667,45.424,16,634.5066667
2014/6/23 17:00,24.39733333,36.858,17,790.085
2014/6/23 18:00,27.08433333,30.32766667,18,899.5166667
2014/6/23 19:00,29.445,25.70133333,19,969.6
2014/6/23 20:00,31.63233333,23.43633333,20,970.6333333
2014/6/23 21:00,33.59866667,20.09066667,21,921.7333333
2014/6/23 22:00,34.12466667,17.84933333,22,819.3983333
2014/6/23 23:00,34.829,15.82533333,23,676.0116667
2014/6/24 0:00,35.06866667,14.31733333,0,501.3916667
2014/6/24 1:00,34.057,19.37166667,1,311.84
2014/6/24 2:00,31.86266667,23.97033333,2,133.1135
2014/6/24 3:00,28.516,30.352,3,8.788666667
2014/6/24 4:00,25.242,36.70433333,4,0
2014/6/24 5:00,23.05133333,39.87633333,5,0
2014/6/24 6:00,21.59366667,42.56333333,6,0
2014/6/24 7:00,20.38233333,45.14866667,7,0
2014/6/24 8:00,20.222,45.90933333,8,0
2014/6/24 9:00,19.00666667,49.058,9,0
2014/6/24 10:00,18.176,50.50733333,10,0
2014/6/24 11:00,17.82533333,50.201,11,0
2014/6/24 12:00,17.909,47.93433333,12,1.567333333
2014/6/24 13:00,17.956,47.656,13,85.05916667
2014/6/24 14:00,20.191,42.173,14,266.0116667
2014/6/24 15:00,22.27433333,36.812,15,460.1
2014/6/24 16:00,24.59,32.21233333,16,624.1583333
2014/6/24 17:00,26.92933333,28.19933333,17,781.9616667
2014/6/24 18:00,29.26633333,25.06733333,18,893.0833333
2014/6/24 19:00,30.59266667,23.973,19,950.2833333
2014/6/24 20:00,32.276,22.13033333,20,953.4
2014/6/24 21:00,32.876,20.29566667,21,910.4166667
2014/6/24 22:00,34.14333333,18.02266667,22,814.5633333
2014/6/24 23:00,34.51433333,17.545,23,670.3
2014/6/25 0:00,33.35933333,21.712,0,496.3683333
2014/6/25 1:00,31.59866667,23.273,1,308.5566667
2014/6/25 2:00,29.056,29.862,2,134.2525
2014/6/25 3:00,25.69233333,37.60566667,3,11.90083333
2014/6/25 4:00,22.96666667,44.69966667,4,0
2014/6/25 5:00,21.85566667,47.18933333,5,0
2014/6/25 6:00,20.43666667,51.08866667,6,0
2014/6/25 7:00,19.72966667,53.21333333,7,0
2014/6/25 8:00,18.79833333,56.397,8,0
2014/6/25 9:00,17.681,60.07666667,9,0
2014/6/25 10:00,17.25233333,61.65866667,10,0
2014/6/25 11:00,16.515,64.476,11,0
2014/6/25 12:00,15.71833333,66.361,12,1.278
2014/6/25 13:00,16.45833333,64.85233333,13,85.53833333
2014/6/25 14:00,18.56833333,58.25233333,14,263.045
2014/6/25 15:00,20.32933333,52.182,15,445.0266667
2014/6/25 16:00,21.95266667,46.828,16,619.0933333
2014/6/25 17:00,24.36066667,40.70566667,17,770.0783333
2014/6/25 18:00,26.361,36.49966667,18,884.45
2014/6/25 19:00,27.89666667,34.39333333,19,953.2166667
2014/6/25 20:00,28.85566667,33.087,20,869.8483333
2014/6/25 21:00,28.70066667,34.182,21,739.2666667
2014/6/25 22:00,29.04633333,34.503,22,492.23
2014/6/25 23:00,26.58333333,41.196,23,242.5033333
2014/6/26 0:00,25.48066667,43.24533333,0,226.7166667
2014/6/26 1:00,25.157,44.468,1,181.6133333
2014/6/26 2:00,23.662,44.792,2,82.0315
2014/6/26 3:00,21.05866667,55.15266667,3,8.196
2014/6/26 4:00,19.45266667,62.015,4,0
2014/6/26 5:00,18.67333333,64.613,5,0
2014/6/26 6:00,18.17533333,66.53633333,6,0
2014/6/26 7:00,17.84366667,68.37566667,7,0
2014/6/26 8:00,17.31,71.98233333,8,0
2014/6/26 9:00,17.422,74.42533333,9,0
2014/6/26 10:00,17.26433333,74.058,10,0
2014/6/26 11:00,16.84166667,72.55933333,11,0
2014/6/26 12:00,16.55366667,71.82066667,12,0.425833333
2014/6/26 13:00,16.47566667,71.30833333,13,24.35233333
2014/6/26 14:00,16.725,70.00433333,14,105.2363333
2014/6/26 15:00,17.317,67.192,15,186.59
2014/6/26 16:00,19.21266667,59.29333333,16,590.7933333
2014/6/26 17:00,21.27666667,51.44833333,17,777.1516667
2014/6/26 18:00,23.59233333,42.07266667,18,889.2333333
2014/6/26 19:00,25.425,33.96833333,19,951.85
2014/6/26 20:00,26.86833333,29.008,20,963.0333333
2014/6/26 21:00,27.22133333,26.96066667,21,911.1666667
2014/6/26 22:00,27.91733333,25.14766667,22,811.0416667
2014/6/26 23:00,28.183,26.02366667,23,664.0316667
2014/6/27 0:00,27.86266667,27.62733333,0,488.8233333
2014/6/27 1:00,26.52233333,32.256,1,244.2366667
2014/6/27 2:00,25.35966667,37.47833333,2,126.513
2014/6/27 3:00,22.76933333,46.32266667,3,11.32616667
2014/6/27 4:00,20.54,52.913,4,0
2014/6/27 5:00,18.574,60.35766667,5,0
2014/6/27 6:00,17.18933333,66.29266667,6,0
2014/6/27 7:00,16.30533333,70.83533333,7,0
2014/6/27 8:00,15.46666667,74.00333333,8,0
2014/6/27 9:00,14.86766667,76.29633333,9,0
2014/6/27 10:00,14.17,79.31233333,10,0
2014/6/27 11:00,13.96866667,81.175,11,0
2014/6/27 12:00,14.10766667,81.09,12,1.3155
2014/6/27 13:00,14.69566667,79.33033333,13,79.056
2014/6/27 14:00,16.29066667,72.808,14,170.3633333
2014/6/27 15:00,18.32333333,64.59233333,15,418.145
2014/6/27 16:00,20.96233333,54.25366667,16,597.0316667
2014/6/27 17:00,23.89733333,45.484,17,774.7566667
2014/6/27 18:00,26.73666667,38.481,18,881.2083333
2014/6/27 19:00,28.42766667,32.87966667,19,947.0666667
2014/6/27 20:00,29.88066667,27.77966667,20,957.85
2014/6/27 21:00,31.12333333,22.337,21,914.7333333
2014/6/27 22:00,31.85566667,23.657,22,808.7166667
2014/6/27 23:00,31.93933333,26.74366667,23,664.5233333
2014/6/28 0:00,31.206,30.95066667,0,494.9466667
2014/6/28 1:00,30.164,35.165,1,314.98
2014/6/28 2:00,28.385,40.339,2,139.43
2014/6/28 3:00,25.13166667,49.51966667,3,12.34516667
2014/6/28 4:00,22.42666667,57.853,4,0
2014/6/28 5:00,20.73033333,63.626,5,0
2014/6/28 6:00,19.465,68.839,6,0
2014/6/28 7:00,18.34133333,73.055,7,0
2014/6/28 8:00,17.102,77.04533333,8,0
2014/6/28 9:00,16.597,79.369,9,0
2014/6/28 10:00,15.97133333,80.58833333,10,0
2014/6/28 11:00,15.205,82.33333333,11,0
2014/6/28 12:00,14.324,83.80333333,12,1.0595
2014/6/28 13:00,14.77766667,81.57233333,13,86.5135
2014/6/28 14:00,16.60066667,73.58066667,14,270.685
2014/6/28 15:00,18.33,65.19533333,15,458.675
2014/6/28 16:00,20.267,56.55333333,16,637.8633333
2014/6/28 17:00,22.82933333,46.78366667,17,792.6966667
2014/6/28 18:00,25.575,38.58966667,18,907.6833333
2014/6/28 19:00,27.55566667,33.61433333,19,971.2
2014/6/28 20:00,30.00766667,27.28566667,20,976.1166667
2014/6/28 21:00,31.30333333,22.28333333,21,930.0833333
2014/6/28 22:00,32.57866667,19.7,22,827.42
2014/6/28 23:00,33.03366667,18.038,23,682.5816667
2014/6/29 0:00,33.42866667,17.314,0,509.8516667
2014/6/29 1:00,33.391,17.81833333,1,325.8583333
2014/6/29 2:00,32.16533333,19.19266667,2,145.3273333
2014/6/29 3:00,27.584,35.65366667,3,12.7655
2014/6/29 4:00,23.84933333,42.73933333,4,0
2014/6/29 5:00,21.777,47.67966667,5,0
2014/6/29 6:00,20.14033333,51.189,6,0
2014/6/29 7:00,19.17733333,51.72166667,7,0
2014/6/29 8:00,18.28966667,52.984,8,0
2014/6/29 9:00,17.23266667,56.19533333,9,0
2014/6/29 10:00,16.099,61.36766667,10,0
2014/6/29 11:00,15.583,63.93533333,11,0
2014/6/29 12:00,14.429,66.92766667,12,1.226833333
2014/6/29 13:00,15.93233333,62.31666667,13,84.2835
2014/6/29 14:00,20.11133333,50.86533333,14,265.3033333
2014/6/29 15:00,23.14333333,41.79833333,15,453.6866667
2014/6/29 16:00,25.156,36.069,16,630.3616667
2014/6/29 17:00,27.78266667,29.48433333,17,783.0883333
2014/6/29 18:00,30.434,22.202,18,899.8333333
2014/6/29 19:00,32.21166667,22.55666667,19,961.85
2014/6/29 20:00,33.294,22.90033333,20,967.5166667
2014/6/29 21:00,34.80033333,20.027,21,919.1
2014/6/29 22:00,35.975,17.526,22,817.05
2014/6/29 23:00,36.354,16.96066667,23,673.8433333
2014/6/30 0:00,36.51533333,16.47166667,0,501.8166667
2014/6/30 1:00,36.134,17.65033333,1,318.9266667
2014/6/30 2:00,35.19266667,20.19066667,2,144.6483333
2014/6/30 3:00,32.96066667,23.62533333,3,14.70816667
2014/6/30 4:00,28.59833333,31.41833333,4,0
2014/6/30 5:00,26.838,34.26366667,5,0
2014/6/30 6:00,23.75266667,39.37933333,6,0
2014/6/30 7:00,23.03166667,40.94766667,7,0
2014/6/30 8:00,22.44733333,43.60066667,8,0
2014/6/30 9:00,21.28033333,48.316,9,0
2014/6/30 10:00,19.918,50.63833333,10,0
2014/6/30 11:00,18.106,55.89366667,11,0
2014/6/30 12:00,18.12,56.04866667,12,1.185333333
2014/6/30 13:00,19.86533333,51.58533333,13,83.33033333
2014/6/30 14:00,24.529,40.82833333,14,262.8083333
2014/6/30 15:00,27.974,33.57366667,15,448.7833333
2014/6/30 16:00,30.855,27.95366667,16,624.3116667
2014/6/30 17:00,32.61533333,25.62466667,17,778.22
2014/6/30 18:00,35.16633333,21.35666667,18,893.85
2014/6/30 19:00,36.909,18.11766667,19,955.05
2014/6/30 20:00,38.33466667,16.958,20,962.7333333
2014/6/30 21:00,39.43166667,15.78433333,21,915.1333333
2014/6/30 22:00,39.93966667,15.68866667,22,815.3433333
2014/6/30 23:00,40.455,13.492,23,634.4933333
2014/7/1 0:00,40.52966667,12.23066667,0,460.3483333
2014/7/1 1:00,40.31666667,13.12933333,1,324.825
2014/7/1 2:00,36.314,21.48033333,2,102.115
2014/7/1 3:00,31.714,28.88133333,3,11.88116667
2014/7/1 4:00,28.69433333,31.87133333,4,0
2014/7/1 5:00,27.139,32.18333333,5,0
2014/7/1 6:00,25.09766667,34.33233333,6,0
2014/7/1 7:00,23.82533333,35.79733333,7,0
2014/7/1 8:00,22.378,38.64066667,8,0
2014/7/1 9:00,21.50433333,40.90433333,9,0
2014/7/1 10:00,20.55233333,43.84733333,10,0
2014/7/1 11:00,19.828,45.90066667,11,0
2014/7/1 12:00,19.57233333,50.304,12,1.723833333
2014/7/1 13:00,19.309,53.598,13,81.24983333
2014/7/1 14:00,20.77266667,48.1,14,223.9815
2014/7/1 15:00,22.88133333,43.38233333,15,432.7283333
2014/7/1 16:00,25.68966667,36.78466667,16,615.635
2014/7/1 17:00,28.412,27.70266667,17,773.4166667
2014/7/1 18:00,30.043,26.42233333,18,889.1
2014/7/1 19:00,32.03533333,22.76866667,19,956.9166667
2014/7/1 20:00,34.022,21.64833333,20,964.5333333
2014/7/1 21:00,35.21633333,18.63833333,21,919.6666667
2014/7/1 22:00,35.959,15.647,22,819.5266667
2014/7/1 23:00,35.805,14.35033333,23,676.6833333
2014/7/2 0:00,35.93633333,15.11066667,0,503.7566667
2014/7/2 1:00,34.51633333,15.74533333,1,321.0983333
2014/7/2 2:00,31.96366667,18.46633333,2,141.5923333
2014/7/2 3:00,28.02233333,23.46466667,3,12.64783333
2014/7/2 4:00,24.82033333,30.46666667,4,0
2014/7/2 5:00,23.006,37.498,5,0
2014/7/2 6:00,21.55333333,41.32933333,6,0
2014/7/2 7:00,20.102,45.97266667,7,0
2014/7/2 8:00,19.10333333,49.992,8,0
2014/7/2 9:00,17.35933333,58.325,9,0
2014/7/2 10:00,15.66933333,68.09266667,10,0
2014/7/2 11:00,15.396,68.84533333,11,0
2014/7/2 12:00,14.986,70.39733333,12,0.9765
2014/7/2 13:00,14.48233333,74.22433333,13,76.16366667
2014/7/2 14:00,16.43766667,67.90466667,14,256.6
2014/7/2 15:00,19.32133333,56.74133333,15,442.0183333
2014/7/2 16:00,21.90533333,49.13233333,16,621.3133333
2014/7/2 17:00,25.02833333,41.25633333,17,776.5816667
2014/7/2 18:00,27.87966667,34.70866667,18,891.9
2014/7/2 19:00,30.338,30.516,19,954.15
2014/7/2 20:00,32.38533333,26.64966667,20,964.7166667
2014/7/2 21:00,34.10466667,22.53,21,921.7833333
2014/7/2 22:00,34.992,21.04666667,22,818.9933333
2014/7/2 23:00,35.61433333,19.685,23,672.64
2014/7/3 0:00,35.95433333,18.82433333,0,501.9133333
2014/7/3 1:00,34.73833333,22.71733333,1,317.7533333
2014/7/3 2:00,31.63,30.56133333,2,138.8315
2014/7/3 3:00,27.60433333,38.966,3,10.73633333
2014/7/3 4:00,24.54766667,47.232,4,0
2014/7/3 5:00,22.28066667,51.573,5,0
2014/7/3 6:00,20.11566667,55.06,6,0
2014/7/3 7:00,18.61133333,58.759,7,0
2014/7/3 8:00,17.76966667,61.415,8,0
2014/7/3 9:00,16.97733333,64.15566667,9,0
2014/7/3 10:00,16.89466667,64.644,10,0
2014/7/3 11:00,16.962,65.581,11,0
2014/7/3 12:00,16.23433333,67.01233333,12,1.3485
2014/7/3 13:00,16.56866667,64.59666667,13,72.5265
2014/7/3 14:00,18.259,57.74766667,14,236.6533333
2014/7/3 15:00,20.875,48.24733333,15,423.9983333
2014/7/3 16:00,23.32,41.487,16,603.6383333
2014/7/3 17:00,25.89733333,35.98966667,17,758.835
2014/7/3 18:00,27.80233333,34.13866667,18,876.4666667
2014/7/3 19:00,30.105,32.08633333,19,934.9166667
2014/7/3 20:00,32.02933333,28.99133333,20,953.0666667
2014/7/3 21:00,33.73166667,26.826,21,910.5333333
2014/7/3 22:00,35.179,24.411,22,809.6616667
2014/7/3 23:00,35.662,22.659,23,669.3716667
2014/7/4 0:00,35.46966667,22.13066667,0,502.3966667
2014/7/4 1:00,35.071,22.306,1,318.2116667
2014/7/4 2:00,33.06033333,25.812,2,140.6635
2014/7/4 3:00,29.35933333,34.435,3,12.304
2014/7/4 4:00,25.551,42.15766667,4,0
2014/7/4 5:00,23.05833333,45.62833333,5,0
2014/7/4 6:00,22.04033333,47.531,6,0
2014/7/4 7:00,19.84433333,53.40633333,7,0
2014/7/4 8:00,20.509,47.67766667,8,0
2014/7/4 9:00,20.34366667,46.08433333,9,0
2014/7/4 10:00,18.97166667,50.00566667,10,0
2014/7/4 11:00,17.99433333,55.34833333,11,0
2014/7/4 12:00,15.78533333,63.45066667,12,1.003166667
2014/7/4 13:00,15.87666667,63.32433333,13,79.792
2014/7/4 14:00,21.07966667,49.59233333,14,260.2066667
2014/7/4 15:00,23.693,42.36433333,15,446.28
2014/7/4 16:00,27.545,33.59066667,16,625.1433333
2014/7/4 17:00,30.92633333,24.85466667,17,781.7933333
2014/7/4 18:00,32.89966667,21.003,18,899.6833333
2014/7/4 19:00,34.88266667,17.24466667,19,963.2666667
2014/7/4 20:00,36.11466667,16.38066667,20,966.8666667
2014/7/4 21:00,36.78666667,13.47966667,21,925.5166667
2014/7/4 22:00,37.10566667,11.62866667,22,827.5333333
2014/7/4 23:00,36.90466667,10.71433333,23,685.4816667
2014/7/5 0:00,36.993,7.047666667,0,517.0133333
2014/7/5 1:00,35.707,7.472333333,1,331.6416667
2014/7/5 2:00,33.806,9.169666667,2,147.9553333
2014/7/5 3:00,29.287,17.83466667,3,13.8055
2014/7/5 4:00,24.66766667,26.21,4,0
2014/7/5 5:00,22.47033333,29.744,5,0
2014/7/5 6:00,20.95266667,30.81766667,6,0
2014/7/5 7:00,19.81233333,34.336,7,0
2014/7/5 8:00,18.31066667,35.77833333,8,0
2014/7/5 9:00,17.69033333,38.93733333,9,0
2014/7/5 10:00,17.29666667,39.622,10,0
2014/7/5 11:00,16.82133333,37.68133333,11,0
2014/7/5 12:00,15.32166667,43.04366667,12,1.171
2014/7/5 13:00,16.51733333,38.494,13,75.77433333
2014/7/5 14:00,20.80633333,33.834,14,258.675
2014/7/5 15:00,22.98133333,30.298,15,450.785
2014/7/5 16:00,25.659,25.98766667,16,630.7366667
2014/7/5 17:00,28.63266667,20.78966667,17,789.7966667
2014/7/5 18:00,30.871,19.03266667,18,906.45
2014/7/5 19:00,33.43266667,15.84033333,19,959.4833333
2014/7/5 20:00,34.906,13.72633333,20,952.7
2014/7/5 21:00,36.39,10.945,21,920.3333333
2014/7/5 22:00,37.323,8.745,22,831.4133333
2014/7/5 23:00,37.49766667,8.999,23,687.2133333
2014/7/6 0:00,37.257,9.470333333,0,512.4033333
2014/7/6 1:00,36.88366667,8.591,1,333.4733333
2014/7/6 2:00,35.18466667,10.06933333,2,152.3906667
2014/7/6 3:00,30.63233333,15.275,3,14.0835
2014/7/6 4:00,25.73166667,23.12033333,4,0
2014/7/6 5:00,23.063,32.111,5,0
2014/7/6 6:00,21.35533333,31.84933333,6,0
2014/7/6 7:00,20.28833333,33.76633333,7,0
2014/7/6 8:00,19.251,33.63433333,8,0
2014/7/6 9:00,18.22,33.96133333,9,0
2014/7/6 10:00,18.14233333,35.07333333,10,0
2014/7/6 11:00,17.321,36.74933333,11,0
2014/7/6 12:00,16.093,40.29033333,12,1.0785
2014/7/6 13:00,15.88766667,44.32733333,13,72.57883333
